timestamp,left_ticks,right_ticks
24.8,2039,2024
24.9,2049,2035
25.0,2057,2042
25.1,2071,2050
25.2,2081,2057
25.3,2090,2063
25.4,2098,2070
25.5,2104,2077
25.6,2111,2084
25.7,2118,2091
25.8,2125,2099
25.9,2132,2108
26.0,2138,2118
26.1,2144,2123
26.2,2147,2130
26.3,2154,2139
26.4,2161,2145
26.5,2171,2152
26.6,2181,2160
26.7,2192,2167
26.8,2201,2173
26.9,2208,2180
27.0,2216,2189
27.1,2222,2198
27.2,2226,2204
27.3,2234,2214
27.4,2243,2222
27.5,2247,2233
27.6,2256,2243
27.7,2267,2251
27.8,2273,2260
27.9,2279,2269
28.0,2285,2278
28.1,2291,2280
28.2,2301,2286
28.3,2313,2294
28.4,2318,2302
28.5,2323,2306
28.6,2328,2313
28.7,2336,2321
28.8,2345,2330
28.9,2356,2336
29.0,2366,2344
29.1,2370,2354
29.2,2375,2363
29.3,2383,2373
29.4,2395,2383
29.5,2399,2391
29.6,2406,2398
29.7,2413,2408
29.8,2421,2413
29.9,2433,2420
30.0,2440,2425
30.1,2447,2430
30.2,2459,2441
30.3,2460,2450
30.4,2467,2454
30.5,2471,2463
30.6,2479,2473
30.7,2485,2485
30.8,2494,2492
30.9,2504,2500
31.0,2511,2505
31.1,2519,2506
31.2,2525,2510
31.3,2535,2520
31.4,2541,2526
31.5,2552,2534
31.6,2563,2541
31.7,2572,2553
31.8,2579,2563
31.9,2588,2566
32.0,2600,2571
32.1,2609,2579
32.2,2615,2586
32.3,2625,2590
32.4,2633,2591
32.5,2639,2592
32.6,2645,2600
32.7,2646,2607
32.8,2652,2613
32.9,2661,2621
33.0,2671,2631
33.1,2677,2641
33.2,2687,2648
33.3,2693,2654
33.4,2699,2663
33.5,2705,2671
33.6,2711,2676
33.7,2724,2688
33.8,2734,2695
33.9,2739,2706
34.0,2743,2713
34.1,2751,2716
34.2,2758,2726
34.3,2768,2729
34.4,2779,2733
34.5,2786,2740
34.6,2791,2750
34.7,2799,2758
34.8,2803,2763
34.9,2815,2770
35.0,2822,2778
35.1,2827,2781
35.2,2831,2788
35.3,2840,2797
35.4,2844,2802
35.5,2849,2814
35.6,2854,2820
35.7,2863,2831
35.8,2872,2840
35.9,2883,2844
36.0,2892,2851
36.1,2902,2857
36.2,2912,2869
36.3,2926,2874
36.4,2932,2883
36.5,2943,2889
36.6,2954,2895
36.7,2966,2902
36.8,2976,2904
36.9,2978,2914
37.0,2980,2925
37.1,2984,2931
37.2,2994,2938
37.3,3001,2946
37.4,3008,2955
37.5,3017,2964
37.6,3026,2970
37.7,3031,2970
37.8,3042,2978
37.9,3050,2987
38.0,3055,3000
38.1,3063,3007
38.2,3071,3013
38.3,3072,3028
38.4,3080,3034
38.5,3085,3040
38.6,3090,3043
38.7,3092,3048
38.8,3101,3054
38.9,3110,3062
39.0,3113,3069
39.1,3123,3073
39.2,3128,3077
39.3,3134,3082
39.4,3139,3085
39.5,3149,3089
39.6,3156,3095
39.7,3162,3105
39.8,3169,3114
39.9,3173,3125
40.0,3180,3138
40.1,3190,3145
40.2,3197,3148
40.3,3206,3155
40.4,3216,3164
40.5,3225,3173
40.6,3232,3181
40.7,3237,3190
40.8,3242,3196
40.9,3251,3204
41.0,3258,3211
41.1,3265,3218
41.2,3273,3224
41.3,3279,3231
41.4,3282,3237
41.5,3293,3242
41.6,3300,3249
41.7,3308,3255
41.8,3321,3256
41.9,3328,3260
42.0,3335,3266
42.1,3343,3272
42.2,3350,3281
42.3,3356,3286
42.4,3361,3295
42.5,3368,3297
42.6,3376,3302
42.7,3384,3309
42.8,3394,3319
42.9,3405,3328
43.0,3416,3335
43.1,3423,3346
43.2,3430,3349
43.3,3438,3356
43.4,3441,3367
43.5,3446,3374
43.6,3449,3382
43.7,3456,3390
43.8,3465,3396
43.9,3470,3404
44.0,3477,3416
44.1,3485,3421
44.2,3491,3422
44.3,3492,3433
44.4,3503,3443
44.5,3511,3448
44.6,3518,3457
44.7,3528,3468
44.8,3534,3471
44.9,3540,3476
45.0,3549,3484
45.1,3556,3490
45.2,3561,3496
45.3,3568,3505
45.4,3574,3511
45.5,3584,3522
45.6,3591,3527
45.7,3598,3537
45.8,3609,3542
45.9,3613,3550
46.0,3617,3560
46.1,3623,3567
46.2,3628,3569
46.3,3634,3576
46.4,3640,3584
46.5,3649,3587
46.6,3655,3596
46.7,3664,3605
46.8,3675,3611
46.9,3683,3617
47.0,3695,3621
47.1,3702,3627
47.2,3714,3629
47.3,3721,3633
47.4,3725,3644
47.5,3730,3650
47.6,3737,3657
47.7,3743,3662
47.8,3751,3670
47.9,3753,3678
48.0,3759,3685
48.1,3768,3688
48.2,3770,3693
48.3,3775,3701
48.4,3786,3709
48.5,3788,3711
48.6,3798,3718
48.7,3802,3726
48.8,3813,3734
48.9,3823,3742
49.0,3829,3751
49.1,3837,3756
49.2,3842,3763
49.3,3846,3768
49.4,3852,3774
49.5,3856,3778
49.6,3869,3787
49.7,3879,3790
49.8,3887,3794
49.9,3895,3800
50.0,3902,3800
50.1,3912,3808
50.2,3920,3814
50.3,3922,3819
50.4,3929,3827
50.5,3935,3829
50.6,3945,3834
50.7,3956,3842
50.8,3962,3852
50.9,3967,3852
51.0,3972,3858
51.1,3976,3864
51.2,3983,3869
51.3,3989,3875
51.4,3996,3882
51.5,4001,3888
51.6,4007,3897
51.7,4014,3906
51.8,4020,3915
51.9,4028,3921
52.0,4035,3928
52.1,4046,3932
52.2,4053,3937
52.3,4056,3945
52.4,4059,3951
52.5,4068,3963
52.6,4072,3968
52.7,4076,3973
52.8,4084,3980
52.9,4090,3987
53.0,4095,3993
53.1,4101,3997
53.2,4107,4002
53.3,4116,4011
53.4,4123,4016
53.5,4135,4024
53.6,4142,4026
53.7,4149,4030
53.8,4160,4035
53.9,4167,4035
54.0,4176,4040
54.1,4186,4048
54.2,4192,4054
54.3,4197,4065
54.4,4199,4067
54.5,4206,4072
54.6,4212,4078
54.7,4220,4083
54.8,4227,4089
54.9,4233,4094
55.0,4243,4097
55.1,4246,4103
55.2,4253,4112
55.3,4261,4120
55.4,4270,4129
55.5,4274,4135
55.6,4277,4147
55.7,4290,4151
55.8,4296,4158
55.9,4305,4169
56.0,4311,4176
56.1,4319,4182
56.2,4323,4187
56.3,4331,4195
56.4,4338,4198
56.5,4345,4204
56.6,4354,4212
56.7,4359,4216
56.8,4365,4227
56.9,4374,4230
57.0,4383,4239
57.1,4386,4243
57.2,4392,4246
57.3,4395,4255
57.4,4407,4258
57.5,4413,4266
57.6,4421,4276
57.7,4429,4282
57.8,4432,4289
57.9,4436,4297
58.0,4440,4306
58.1,4451,4312
58.2,4460,4318
58.3,4467,4326
58.4,4474,4336
58.5,4481,4345
58.6,4490,4350
58.7,4497,4361
58.8,4504,4367
58.9,4513,4367
59.0,4519,4375
59.1,4526,4383
59.2,4533,4386
59.3,4538,4394
59.4,4551,4395
59.5,4556,4403
59.6,4562,4414
59.7,4570,4419
59.8,4578,4426
59.9,4587,4428
60.0,4596,4433
60.1,4603,4439
60.2,4610,4443
60.3,4617,4451
60.4,4628,4460
60.5,4631,4467
60.6,4638,4476
60.7,4644,4488
60.8,4653,4491
60.9,4655,4495
61.0,4663,4502
61.1,4672,4505
61.2,4677,4513
61.3,4683,4519
61.4,4691,4524
61.5,4698,4528
61.6,4701,4535
61.7,4708,4543
61.8,4714,4549
61.9,4717,4559
62.0,4724,4568
62.1,4728,4576
62.2,4734,4583
62.3,4737,4595
62.4,4741,4600
62.5,4746,4610
62.6,4754,4619
62.7,4759,4625
62.8,4763,4631
62.9,4772,4637
63.0,4778,4644
63.1,4783,4647
63.2,4786,4655
63.3,4794,4659
63.4,4795,4664
63.5,4801,4673
63.6,4805,4679
63.7,4807,4683
63.8,4815,4687
63.9,4820,4697
64.0,4825,4701
64.1,4829,4707
64.2,4833,4712
64.3,4841,4719
64.4,4849,4726
64.5,4854,4734
64.6,4864,4738
64.7,4870,4749
64.8,4875,4755
64.9,4880,4761
65.0,4885,4773
65.1,4884,4777
65.2,4888,4783
65.3,4894,4791
65.4,4900,4793
65.5,4908,4796
65.6,4918,4798
65.7,4927,4805
65.8,4935,4812
65.9,4943,4820
66.0,4950,4826
66.1,4955,4828
66.2,4964,4829
66.3,4969,4830
66.4,4974,4838
66.5,4977,4843
66.6,4980,4849
66.7,4985,4854
66.8,4993,4863
66.9,5000,4867
67.0,5007,4874
67.1,5015,4878
67.2,5024,4883
67.3,5033,4891
67.4,5042,4899
67.5,5052,4904
67.6,5059,4907
67.7,5066,4913
67.8,5075,4915
67.9,5079,4920
68.0,5080,4926
68.1,5090,4935
68.2,5099,4942
68.3,5110,4948
68.4,5114,4956
68.5,5123,4962
68.6,5131,4967
68.7,5137,4971
68.8,5146,4977
68.9,5151,4986
69.0,5158,4992
69.1,5162,5000
69.2,5168,5007
69.3,5175,5014
69.4,5184,5021
69.5,5193,5027
69.6,5198,5033
69.7,5207,5039
69.8,5212,5043
69.9,5217,5048
70.0,5218,5054
70.1,5225,5062
70.2,5232,5066
70.3,5238,5070
70.4,5243,5080
70.5,5250,5084
70.6,5254,5090
70.7,5260,5097
70.8,5267,5099
70.9,5274,5101
71.0,5278,5103
71.1,5284,5111
71.2,5288,5118
71.3,5291,5128
71.4,5303,5132
71.5,5307,5137
71.6,5311,5144
71.7,5321,5148
71.8,5327,5150
71.9,5328,5156
72.0,5337,5159
72.1,5346,5163
72.2,5353,5165
72.3,5354,5169
72.4,5355,5176
72.5,5360,5188
72.6,5365,5191
72.7,5370,5194
72.8,5376,5200
72.9,5376,5208
73.0,5382,5216
73.1,5386,5222
73.2,5391,5225
73.3,5401,5231
73.4,5406,5235
73.5,5409,5241
73.6,5413,5244
73.7,5418,5248
73.8,5426,5251
73.9,5428,5259
74.0,5433,5262
74.1,5441,5269
74.2,5442,5276
74.3,5450,5285
74.4,5456,5289
74.5,5461,5297
74.6,5466,5305
74.7,5469,5309
74.8,5476,5315
74.9,5483,5316
75.0,5491,5323
75.1,5499,5326
75.2,5508,5330
75.3,5511,5335
75.4,5513,5338
75.5,5520,5343
75.6,5523,5353
75.7,5527,5356
75.8,5531,5361
75.9,5537,5366
76.0,5543,5370
76.1,5547,5376
76.2,5552,5380
76.3,5559,5385
76.4,5562,5389
76.5,5569,5395
76.6,5574,5404
76.7,5579,5408
76.8,5585,5412
76.9,5588,5418
77.0,5594,5423
77.1,5599,5424
77.2,5606,5422
77.3,5613,5425
77.4,5616,5427
77.5,5622,5436
77.6,5630,5439
77.7,5635,5442
77.8,5641,5445
77.9,5645,5453
78.0,5648,5456
78.1,5655,5457
78.2,5655,5461
78.3,5658,5467
78.4,5665,5471
78.5,5673,5479
78.6,5677,5482
78.7,5683,5483
78.8,5685,5489
78.9,5693,5493
79.0,5700,5499
79.1,5703,5510
79.2,5706,5516
79.3,5711,5516
79.4,5719,5522
79.5,5727,5525
79.6,5731,5535
79.7,5739,5541
79.8,5745,5549
79.9,5746,5557
80.0,5753,5563
80.1,5758,5569
80.2,5765,5570
80.3,5768,5577
80.4,5772,5582
80.5,5777,5587
80.6,5786,5594
80.7,5791,5596
80.8,5801,5601
80.9,5808,5606
81.0,5815,5608
81.1,5816,5614
81.2,5824,5617
81.3,5830,5621
81.4,5831,5625
81.5,5837,5627
81.6,5840,5630
81.7,5844,5631
81.8,5852,5635
81.9,5858,5644
82.0,5861,5649
82.1,5869,5653
82.2,5875,5659
82.3,5880,5669
82.4,5885,5673
82.5,5889,5675
82.6,5890,5681
82.7,5894,5687
82.8,5903,5689
82.9,5910,5690
83.0,5919,5693
83.1,5924,5695
83.2,5927,5693
83.3,5928,5695
83.4,5934,5702
83.5,5935,5705
83.6,5938,5709
83.7,5946,5713
83.8,5954,5720
83.9,5954,5729
84.0,5963,5734
84.1,5966,5735
84.2,5974,5740
84.3,5976,5744
84.4,5984,5750
84.5,5984,5760
84.6,5989,5767
84.7,5993,5770
84.8,5998,5775
84.9,6005,5775
85.0,6011,5780
85.1,6015,5783
85.2,6021,5788
85.3,6026,5790
85.4,6030,5793
85.5,6032,5794
85.6,6035,5797
85.7,6038,5801
85.8,6041,5807
85.9,6047,5810
86.0,6048,5817
86.1,6056,5823
86.2,6063,5825
86.3,6070,5828
86.4,6076,5824
86.5,6078,5828
86.6,6086,5831
86.7,6088,5835
86.8,6091,5832
86.9,6093,5836
87.0,6097,5840
87.1,6103,5840
87.2,6105,5841
87.3,6110,5842
87.4,6113,5845
87.5,6114,5848
87.6,6117,5851
87.7,6121,5856
87.8,6122,5861
87.9,6124,5868
88.0,6126,5874
88.1,6131,5881
88.2,6136,5887
88.3,6137,5892
88.4,6139,5896
88.5,6140,5898
88.6,6145,5903
88.7,6151,5905
88.8,6153,5908
88.9,6155,5912
89.0,6162,5919
89.1,6164,5917
89.2,6163,5921
89.3,6160,5925
89.4,6165,5931
89.5,6170,5932
89.6,6169,5934
89.7,6173,5939
89.8,6181,5943
89.9,6187,5946
90.0,6189,5950
90.1,6188,5954
90.2,6195,5955
90.3,6194,5960
90.4,6196,5964
90.5,6196,5968
90.6,6201,5976
90.7,6205,5980
90.8,6207,5979
90.9,6217,5979
91.0,6228,5985
91.1,6236,5985
91.2,6244,5989
91.3,6250,5998
91.4,6254,6002
91.5,6255,6003
91.6,6257,6006
91.7,6265,6011
91.8,6272,6015
91.9,6278,6020
92.0,6280,6022
92.1,6284,6023
92.2,6290,6025
92.3,6293,6026
92.4,6297,6030
92.5,6300,6033
92.6,6301,6037
92.7,6305,6042
92.8,6304,6046
92.9,6309,6047
93.0,6310,6048
93.1,6313,6048
93.2,6318,6052
93.3,6322,6053
93.4,6325,6056
93.5,6327,6058
93.6,6331,6061
93.7,6335,6067
93.8,6339,6070
93.9,6341,6073
94.0,6342,6074
94.1,6348,6078
94.2,6354,6078
94.3,6360,6084
94.4,6363,6088
94.5,6364,6093
94.6,6365,6092
94.7,6368,6103
94.8,6369,6109
94.9,6371,6114
95.0,6373,6113
95.1,6377,6116
95.2,6380,6121
95.3,6378,6126
95.4,6381,6131
95.5,6383,6135
95.6,6384,6140
95.7,6391,6146
95.8,6392,6146
95.9,6394,6150
96.0,6398,6148
96.1,6405,6148
96.2,6410,6153
96.3,6414,6155
96.4,6417,6160
96.5,6421,6162
96.6,6424,6169
96.7,6430,6172
96.8,6434,6172
96.9,6438,6173
97.0,6441,6175
97.1,6442,6175
97.2,6448,6179
97.3,6449,6187
97.4,6455,6191
97.5,6460,6194
97.6,6465,6197
97.7,6466,6199
97.8,6469,6200
97.9,6468,6204
98.0,6475,6211
98.1,6480,6215
98.2,6484,6221
98.3,6487,6226
98.4,6493,6230
98.5,6498,6233
98.6,6500,6233
98.7,6503,6236
98.8,6507,6238
98.9,6510,6238
99.0,6514,6240
99.1,6517,6243
99.2,6524,6244
99.3,6527,6248
99.4,6532,6249
99.5,6538,6254
99.6,6539,6260
99.7,6547,6264
99.8,6551,6266
99.9,6553,6265
100.0,6557,6263
100.1,6557,6266
100.2,6558,6267
100.3,6564,6272
100.4,6565,6274
100.5,6568,6271
100.6,6569,6273
100.7,6568,6275
100.8,6570,6282
100.9,6571,6281
101.0,6574,6283
101.1,6574,6281
101.2,6575,6279
101.3,6580,6284
101.4,6582,6280
101.5,6587,6283
101.6,6591,6287
101.7,6593,6287
101.8,6600,6288
101.9,6602,6285
102.0,6606,6287
102.1,6606,6291
102.2,6609,6288
102.3,6613,6293
102.4,6618,6294
102.5,6624,6297
102.6,6628,6300
102.7,6629,6305
102.8,6629,6303
102.9,6632,6307
103.0,6636,6309
103.1,6638,6311
103.2,6642,6312
103.3,6647,6313
103.4,6654,6314
103.5,6658,6315
103.6,6660,6314
103.7,6661,6318
103.8,6660,6319
103.9,6668,6321
104.0,6670,6323
104.1,6669,6320
104.2,6673,6324
104.3,6677,6327
104.4,6679,6329
104.5,6686,6328
104.6,6692,6328
104.7,6692,6331
104.8,6693,6335
104.9,6699,6338
105.0,6701,6339
105.1,6706,6344
105.2,6716,6341
105.3,6719,6341
105.4,6720,6348
105.5,6723,6354
105.6,6726,6354
105.7,6731,6355
105.8,6738,6357
105.9,6738,6358
106.0,6745,6357
106.1,6750,6360
106.2,6756,6362
106.3,6759,6362
106.4,6761,6363
106.5,6765,6367
106.6,6768,6373
106.7,6772,6373
106.8,6777,6373
106.9,6782,6371
107.0,6781,6373
107.1,6785,6373
107.2,6790,6374
107.3,6801,6379
107.4,6808,6381
107.5,6812,6383
107.6,6816,6381
107.7,6823,6377
107.8,6823,6376
107.9,6825,6380
108.0,6827,6380
108.1,6827,6377
108.2,6825,6381
108.3,6828,6381
108.4,6833,6384
108.5,6834,6384
108.6,6839,6389
108.7,6841,6393
108.8,6847,6397
108.9,6850,6400
109.0,6855,6400
109.1,6859,6401
109.2,6859,6403
109.3,6861,6402
109.4,6866,6406
109.5,6871,6406
109.6,6871,6410
109.7,6872,6415
109.8,6874,6417
109.9,6876,6419
110.0,6882,6422
110.1,6883,6427
110.2,6888,6429
110.3,6889,6429
110.4,6890,6428
110.5,6895,6429
110.6,6897,6431
110.7,6901,6429
110.8,6905,6430
110.9,6906,6431
111.0,6904,6435
111.1,6907,6438
111.2,6909,6441
111.3,6913,6438
111.4,6916,6444
111.5,6919,6446
111.6,6924,6450
111.7,6928,6447
111.8,6933,6451
111.9,6938,6449
112.0,6941,6449
112.1,6945,6449
112.2,6951,6451
112.3,6952,6450
112.4,6954,6452
112.5,6955,6452
112.6,6960,6453
112.7,6960,6457
112.8,6970,6457
112.9,6971,6457
113.0,6977,6455
113.1,6982,6456
113.2,6989,6457
113.3,6991,6457
113.4,6995,6458
113.5,6996,6454
113.6,7000,6454
113.7,7008,6455
113.8,7016,6456
113.9,7021,6457
114.0,7025,6460
114.1,7027,6461
114.2,7034,6459
114.3,7036,6462
114.4,7040,6464
114.5,7043,6467
114.6,7046,6467
114.7,7045,6466
114.8,7048,6471
114.9,7051,6478
115.0,7052,6479
115.1,7058,6479
115.2,7060,6481
115.3,7065,6483
115.4,7073,6485
115.5,7080,6483
115.6,7081,6484
115.7,7084,6486
115.8,7087,6489
115.9,7089,6490
116.0,7089,6491
116.1,7094,6495
116.2,7101,6494
116.3,7102,6495
116.4,7105,6494
116.5,7109,6493
116.6,7114,6498
116.7,7118,6501
116.8,7120,6500
116.9,7119,6504
117.0,7128,6499
117.1,7129,6499
117.2,7130,6499
117.3,7135,6499
117.4,7140,6496
117.5,7142,6501
117.6,7144,6498
117.7,7146,6499
117.8,7143,6501
117.9,7148,6501
118.0,7151,6501
118.1,7154,6499
118.2,7156,6501
118.3,7161,6503
118.4,7162,6505
118.5,7167,6509
118.6,7172,6510
118.7,7175,6512
118.8,7181,6507
118.9,7182,6508
119.0,7188,6505
119.1,7188,6501
119.2,7194,6503
119.3,7196,6510
119.4,7204,6513
119.5,7208,6513
119.6,7213,6512
119.7,7219,6511
119.8,7224,6511
119.9,7228,6515
120.0,7233,6515
120.1,7235,6514
120.2,7236,6517
120.3,7240,6515
120.4,7247,6514
120.5,7254,6515
120.6,7259,6516
120.7,7260,6516
120.8,7262,6514
120.9,7266,6512
121.0,7266,6511
121.1,7266,6512
121.2,7271,6513
121.3,7274,6515
121.4,7279,6519
121.5,7281,6520
121.6,7283,6519
121.7,7286,6521
121.8,7288,6519
121.9,7295,6520
122.0,7299,6522
122.1,7305,6525
122.2,7306,6525
122.3,7312,6526
122.4,7318,6530
122.5,7318,6530
122.6,7319,6529
122.7,7322,6530
122.8,7326,6528
122.9,7329,6528
123.0,7330,6529
123.1,7329,6529
123.2,7332,6534
123.3,7335,6534
123.4,7340,6532
123.5,7343,6538
123.6,7349,6539
123.7,7355,6536
123.8,7361,6535
123.9,7365,6535
124.0,7369,6534
124.1,7368,6528
124.2,7366,6529
124.3,7367,6525
124.4,7373,6526
124.5,7374,6523
124.6,7379,6523
124.7,7379,6523
124.8,7378,6527
124.9,7380,6528
125.0,7381,6525
125.1,7383,6523
125.2,7381,6525
125.3,7383,6522
125.4,7387,6521
125.5,7389,6517
125.6,7392,6511
125.7,7392,6514
125.8,7396,6510
125.9,7396,6510
126.0,7401,6510
126.1,7404,6512
126.2,7410,6509
126.3,7412,6512
126.4,7416,6509
126.5,7414,6512
126.6,7416,6512
126.7,7418,6514
126.8,7423,6517
126.9,7422,6516
127.0,7427,6516
127.1,7430,6520
127.2,7433,6517
127.3,7440,6519
127.4,7443,6521
127.5,7447,6521
127.6,7452,6521
127.7,7457,6527
127.8,7459,6521
127.9,7466,6523
128.0,7467,6524
128.1,7466,6527
128.2,7463,6529
128.3,7469,6528
128.4,7473,6530
128.5,7472,6529
128.6,7479,6530
128.7,7488,6531
128.8,7490,6531
128.9,7491,6526
129.0,7494,6530
129.1,7495,6528
129.2,7497,6531
129.3,7503,6530
129.4,7508,6534
129.5,7511,6534
129.6,7516,6532
129.7,7520,6534
129.8,7528,6537
129.9,7532,6535
130.0,7537,6536
130.1,7545,6537
130.2,7548,6536
130.3,7551,6538
130.4,7551,6538
130.5,7551,6535
130.6,7556,6534
130.7,7558,6535
130.8,7559,6535
130.9,7561,6534
131.0,7562,6538
131.1,7566,6540
131.2,7566,6539
131.3,7571,6542
131.4,7572,6544
131.5,7579,6546
131.6,7582,6545
131.7,7581,6545
131.8,7584,6545
131.9,7586,6547
132.0,7592,6545
132.1,7595,6545
132.2,7598,6544
132.3,7602,6547
132.4,7604,6547
132.5,7610,6545
132.6,7615,6546
132.7,7616,6547
132.8,7618,6549
132.9,7622,6549
133.0,7626,6550
133.1,7631,6546
133.2,7633,6548
133.3,7636,6552
133.4,7638,6552
133.5,7641,6549
133.6,7650,6547
133.7,7653,6542
133.8,7657,6541
133.9,7662,6542
134.0,7669,6542
134.1,7673,6542
134.2,7677,6541
134.3,7679,6545
134.4,7684,6543
134.5,7687,6544
134.6,7687,6546
134.7,7688,6548
134.8,7694,6547
134.9,7699,6550
135.0,7701,6552
135.1,7708,6556
135.2,7709,6551
135.3,7711,6549
135.4,7717,6548
135.5,7724,6546
135.6,7725,6547
135.7,7725,6553
135.8,7726,6555
135.9,7730,6560
136.0,7738,6561
136.1,7742,6564
136.2,7745,6568
136.3,7745,6567
136.4,7744,6569
136.5,7751,6571
136.6,7753,6572
136.7,7760,6573
136.8,7761,6575
136.9,7759,6576
137.0,7762,6576
137.1,7763,6583
137.2,7769,6587
137.3,7775,6586
137.4,7778,6587
137.5,7781,6590
137.6,7784,6595
137.7,7787,6597
137.8,7793,6599
137.9,7793,6602
138.0,7794,6608
138.1,7802,6607
138.2,7808,6608
138.3,7806,6611
138.4,7812,6617
138.5,7816,6616
138.6,7822,6618
138.7,7826,6621
138.8,7827,6624
138.9,7830,6622
139.0,7835,6619
139.1,7836,6622
139.2,7837,6626
139.3,7837,6628
139.4,7842,6628
139.5,7844,6629
139.6,7844,6629
139.7,7846,6628
139.8,7851,6631
139.9,7854,6634
140.0,7861,6634
140.1,7870,6633
140.2,7873,6637
140.3,7874,6639
140.4,7876,6641
140.5,7884,6640
140.6,7885,6640
140.7,7886,6640
140.8,7886,6645
140.9,7889,6649
141.0,7894,6647
141.1,7898,6651
141.2,7900,6653
141.3,7903,6651
141.4,7905,6654
141.5,7909,6657
141.6,7909,6657
141.7,7915,6655
141.8,7918,6653
141.9,7922,6658
