timestamp left_ticks right_ticks
3.28 10496 10496
3.3 10560 10560
3.32 10624 10624
3.34 10688 10688
3.36 10752 10752
3.38 10816 10816
3.4 10880 10880
3.42 10944 10944
3.44 11008 11008
3.46 11072 11072
3.48 11136 11136
3.5 11200 11200
3.52 11264 11264
3.54 11328 11328
3.56 11392 11392
3.58 11456 11456
3.6 11520 11520
3.62 11584 11584
3.64 11648 11648
3.66 11712 11712
3.68 11776 11776
3.7 11840 11840
3.72 11904 11904
3.74 11968 11968
3.76 12032 12032
3.78 12096 12096
3.8 12160 12160
3.82 12224 12224
3.84 12288 12288
3.86 12352 12352
3.88 12416 12416
3.9 12480 12480
3.92 12544 12544
3.94 12608 12608
3.96 12672 12672
3.98 12736 12736
4.0 12800 12800
4.02 12864 12864
4.04 12928 12928
4.06 12992 12992
4.08 13056 13056
4.1 13120 13120
4.12 13184 13184
4.14 13248 13248
4.16 13312 13312
4.18 13376 13376
4.2 13440 13440
4.22 13504 13504
4.24 13568 13568
4.26 13632 13632
4.28 13696 13696
4.3 13760 13760
4.32 13824 13824
4.34 13888 13888
4.36 13952 13952
4.38 14016 14016
4.4 14080 14080
4.42 14144 14144
4.44 14208 14208
4.46 14272 14272
4.48 14336 14336
4.5 14400 14400
4.52 14464 14464
4.54 14528 14528
4.56 14592 14592
4.58 14656 14656
4.6 14720 14720
4.62 14784 14784
4.64 14848 14848
4.66 14912 14912
4.68 14976 14976
4.7 15040 15040
4.72 15104 15104
4.74 15168 15168
4.76 15232 15232
4.78 15296 15296
4.8 15360 15360
4.82 15424 15424
4.84 15488 15488
4.86 15552 15552
4.88 15616 15616
4.9 15680 15680
4.92 15744 15744
4.94 15808 15808
4.96 15872 15872
4.98 15936 15936
5.0 16000 16000
5.02 16064 16064
5.04 16128 16128
5.06 16192 16192
5.08 16256 16256
5.1 16320 16320
5.12 16384 16384
5.14 16448 16448
5.16 16512 16512
5.18 16576 16576
5.2 16640 16640
5.22 16704 16704
5.24 16768 16768
5.26 16832 16832
5.28 16896 16896
5.3 16960 16960
5.32 17024 17024
5.34 17088 17088
5.36 17152 17152
5.38 17216 17216
5.4 17280 17280
5.42 17344 17344
5.44 17408 17408
5.46 17472 17472
5.48 17536 17536
5.5 17600 17600
5.52 17664 17664
5.54 17728 17728
5.56 17792 17792
5.58 17856 17856
5.6 17920 17920
5.62 17984 17984
5.64 18048 18048
5.66 18112 18112
5.68 18176 18176
5.7 18240 18240
5.72 18304 18304
5.74 18368 18368
5.76 18432 18432
5.78 18496 18496
5.8 18560 18560
5.82 18624 18624
5.84 18688 18688
5.86 18752 18752
5.88 18816 18816
5.9 18880 18880
5.92 18944 18944
5.94 19008 19008
5.96 19072 19072
5.98 19136 19136
6.0 19200 19200
6.02 19264 19264
6.04 19328 19328
6.06 19392 19392
6.08 19456 19456
6.1 19520 19520
6.12 19584 19584
6.14 19648 19648
6.16 19712 19712
6.18 19776 19776
6.2 19840 19840
6.22 19904 19904
6.24 19968 19968
6.26 20032 20032
6.28 20096 20096
6.3 20160 20160
6.32 20224 20224
6.34 20288 20288
6.36 20352 20352
6.38 20416 20416
6.4 20480 20480
6.42 20544 20544
6.44 20608 20608
6.46 20672 20672
6.48 20736 20736
6.5 20800 20800
6.52 20864 20864
6.54 20928 20928
6.56 20992 20992
6.58 21056 21056
6.6 21120 21120
6.62 21184 21184
6.64 21248 21248
6.66 21312 21312
6.68 21376 21376
6.7 21440 21440
6.72 21504 21504
6.74 21568 21568
6.76 21632 21632
6.78 21696 21696
6.8 21760 21760
6.82 21824 21824
6.84 21888 21888
6.86 21952 21952
6.88 22016 22016
6.9 22080 22080
6.92 22144 22144
6.94 22208 22208
6.96 22272 22272
6.98 22336 22336
7.0 22400 22400
7.02 22464 22464
7.04 22528 22528
7.06 22592 22592
7.08 22656 22656
7.1 22720 22720
7.12 22784 22784
7.14 22848 22848
7.16 22912 22912
7.18 22976 22976
7.2 23040 23040
7.22 23104 23104
7.24 23168 23168
7.26 23232 23232
7.28 23296 23296
7.3 23360 23360
7.32 23424 23424
7.34 23488 23488
7.36 23552 23552
7.38 23616 23616
7.4 23680 23680
7.42 23744 23744
7.44 23808 23808
7.46 23872 23872
7.48 23936 23936
7.5 24000 24000
7.52 24064 24064
7.54 24128 24128
7.56 24192 24192
7.58 24256 24256
7.6 24320 24320
7.62 24384 24384
7.64 24448 24448
7.66 24512 24512
7.68 24576 24576
7.7 24640 24640
7.72 24704 24704
7.74 24768 24768
7.76 24832 24832
7.78 24896 24896
7.8 24960 24960
7.82 25024 25024
7.84 25088 25088
7.86 25152 25152
7.88 25216 25216
7.9 25280 25280
7.92 25344 25344
7.94 25408 25408
7.96 25472 25472
7.98 25536 25536
8.0 25600 25600
8.02 25664 25664
8.04 25728 25728
8.06 25792 25792
8.08 25856 25856
8.1 25920 25920
8.12 25984 25984
8.14 26048 26048
8.16 26112 26112
8.18 26176 26176
8.2 26240 26240
8.22 26304 26304
8.24 26368 26368
8.26 26432 26432
8.28 26496 26496
8.3 26560 26560
8.32 26624 26624
8.34 26688 26688
8.36 26752 26752
8.38 26816 26816
8.4 26880 26880
8.42 26944 26944
8.44 27008 27008
8.46 27072 27072
8.48 27136 27136
8.5 27200 27200
8.52 27264 27264
8.54 27328 27328
8.56 27392 27392
8.58 27456 27456
8.6 27520 27520
8.62 27584 27584
8.64 27648 27648
8.66 27712 27712
8.68 27776 27776
8.7 27840 27840
8.72 27904 27904
8.74 27968 27968
8.76 28032 28032
8.78 28096 28096
8.8 28160 28160
8.82 28224 28224
8.84 28288 28288
8.86 28352 28352
8.88 28416 28416
8.9 28480 28480
8.92 28544 28544
8.94 28608 28608
8.96 28672 28672
8.98 28736 28736
9.0 28800 28800
9.02 28864 28864
9.04 28928 28928
9.06 28992 28992
9.08 29056 29056
9.1 29120 29120
9.12 29184 29184
9.14 29248 29248
9.16 29312 29312
9.18 29376 29376
9.2 29440 29440
9.22 29504 29504
9.24 29568 29568
9.26 29632 29632
9.28 29696 29696
9.3 29760 29760
9.32 29824 29824
9.34 29888 29888
9.36 29952 29952
9.38 30016 30016
9.4 30080 30080
9.42 30144 30144
9.44 30208 30208
9.46 30272 30272
9.48 30336 30336
9.5 30400 30400
9.52 30464 30464
9.54 30528 30528
9.56 30592 30592
9.58 30656 30656
9.6 30720 30720
9.62 30784 30784
9.64 30848 30848
9.66 30912 30912
9.68 30976 30976
9.7 31040 31040
9.72 31104 31104
9.74 31168 31168
9.76 31232 31232
9.78 31296 31296
9.8 31360 31360
9.82 31424 31424
9.84 31488 31488
9.86 31552 31552
9.88 31616 31616
9.9 31680 31680
9.92 31744 31744
9.94 31808 31808
9.96 31872 31872
9.98 31936 31936
10.0 32000 32000
10.02 31992 32008
10.04 31984 32016
10.06 31976 32024
10.08 31968 32032
10.1 31960 32040
10.12 31952 32048
10.14 31944 32056
10.16 31936 32064
10.18 31928 32072
10.2 31920 32080
10.22 31912 32088
10.24 31904 32096
10.26 31896 32104
10.28 31888 32112
10.3 31880 32120
10.32 31872 32128
10.34 31864 32136
10.36 31856 32144
10.38 31848 32152
10.4 31840 32160
10.42 31832 32168
10.44 31824 32176
10.46 31816 32184
10.48 31808 32192
10.5 31800 32200
10.52 31792 32208
10.54 31784 32216
10.56 31776 32224
10.58 31768 32232
10.6 31760 32240
10.62 31752 32248
10.64 31744 32256
10.66 31736 32264
10.68 31728 32272
10.7 31720 32280
10.72 31712 32288
10.74 31704 32296
10.76 31696 32304
10.78 31688 32312
10.8 31680 32320
10.82 31672 32328
10.84 31664 32336
10.86 31656 32344
10.88 31648 32352
10.9 31640 32360
10.92 31632 32368
10.94 31624 32376
10.96 31616 32384
10.98 31608 32392
11.0 31600 32400
11.02 31664 32464
11.04 31728 32528
11.06 31792 32592
11.08 31856 32656
11.1 31920 32720
11.12 31984 32784
11.14 32048 32848
11.16 32112 32912
11.18 32176 32976
11.2 32240 33040
11.22 32304 33104
11.24 32368 33168
11.26 32432 33232
11.28 32496 33296
11.3 32560 33360
11.32 32624 33424
11.34 32688 33488
11.36 32752 33552
11.38 32816 33616
11.4 32880 33680
11.42 32944 33744
11.44 33008 33808
11.46 33072 33872
11.48 33136 33936
11.5 33200 34000
11.52 33264 34064
11.54 33328 34128
11.56 33392 34192
11.58 33456 34256
11.6 33520 34320
11.62 33584 34384
11.64 33648 34448
11.66 33712 34512
11.68 33776 34576
11.7 33840 34640
11.72 33904 34704
11.74 33968 34768
11.76 34032 34832
11.78 34096 34896
11.8 34160 34960
11.82 34224 35024
11.84 34288 35088
11.86 34352 35152
11.88 34416 35216
11.9 34480 35280
11.92 34544 35344
11.94 34608 35408
11.96 34672 35472
11.98 34736 35536
12.0 34800 35600
12.02 34864 35664
12.04 34928 35728
12.06 34992 35792
12.08 35056 35856
12.1 35120 35920
12.12 35184 35984
12.14 35248 36048
12.16 35312 36112
12.18 35376 36176
12.2 35440 36240
12.22 35504 36304
12.24 35568 36368
12.26 35632 36432
12.28 35696 36496
12.3 35760 36560
12.32 35824 36624
12.34 35888 36688
12.36 35952 36752
12.38 36016 36816
12.4 36080 36880
12.42 36144 36944
12.44 36208 37008
12.46 36272 37072
12.48 36336 37136
12.5 36400 37200
12.52 36464 37264
12.54 36528 37328
12.56 36592 37392
12.58 36656 37456
12.6 36720 37520
12.62 36784 37584
12.64 36848 37648
12.66 36912 37712
12.68 36976 37776
12.7 37040 37840
12.72 37104 37904
12.74 37168 37968
12.76 37232 38032
12.78 37296 38096
12.8 37360 38160
12.82 37424 38224
12.84 37488 38288
12.86 37552 38352
12.88 37616 38416
12.9 37680 38480
12.92 37744 38544
12.94 37808 38608
12.96 37872 38672
12.98 37936 38736
13.0 38000 38800
13.02 38064 38864
13.04 38128 38928
13.06 38192 38992
13.08 38256 39056
13.1 38320 39120
13.12 38384 39184
13.14 38448 39248
13.16 38512 39312
13.18 38576 39376
13.2 38640 39440
13.22 38704 39504
13.24 38768 39568
13.26 38832 39632
13.28 38896 39696
13.3 38960 39760
13.32 39024 39824
13.34 39088 39888
13.36 39152 39952
13.38 39216 40016
13.4 39280 40080
13.42 39344 40144
13.44 39408 40208
13.46 39472 40272
13.48 39536 40336
13.5 39600 40400
13.52 39664 40464
13.54 39728 40528
13.56 39792 40592
13.58 39856 40656
13.6 39920 40720
13.62 39984 40784
13.64 40048 40848
13.66 40112 40912
13.68 40176 40976
13.7 40240 41040
13.72 40304 41104
13.74 40368 41168
13.76 40432 41232
13.78 40496 41296
13.8 40560 41360
13.82 40624 41424
13.84 40688 41488
13.86 40752 41552
13.88 40816 41616
13.9 40880 41680
13.92 40944 41744
13.94 41008 41808
13.96 41072 41872
13.98 41136 41936
14.0 41200 42000
14.02 41264 42064
14.04 41328 42128
14.06 41392 42192
14.08 41456 42256
14.1 41520 42320
14.12 41584 42384
14.14 41648 42448
14.16 41712 42512
14.18 41776 42576
14.2 41840 42640
14.22 41904 42704
14.24 41968 42768
14.26 42032 42832
14.28 42096 42896
14.3 42160 42960
14.32 42224 43024
14.34 42288 43088
14.36 42352 43152
14.38 42416 43216
14.4 42480 43280
14.42 42544 43344
14.44 42608 43408
14.46 42672 43472
14.48 42736 43536
14.5 42800 43600
14.52 42864 43664
14.54 42928 43728
14.56 42992 43792
14.58 43056 43856
14.6 43120 43920
14.62 43184 43984
14.64 43248 44048
14.66 43312 44112
14.68 43376 44176
14.7 43440 44240
14.72 43504 44304
14.74 43568 44368
14.76 43632 44432
14.78 43696 44496
14.8 43760 44560
14.82 43824 44624
14.84 43888 44688
14.86 43952 44752
14.88 44016 44816
14.9 44080 44880
14.92 44144 44944
14.94 44208 45008
14.96 44272 45072
14.98 44336 45136
15.0 44400 45200
15.02 44464 45264
15.04 44528 45328
15.06 44592 45392
15.08 44656 45456
15.1 44720 45520
15.12 44784 45584
15.14 44848 45648
15.16 44912 45712
15.18 44976 45776
15.2 45040 45840
15.22 45104 45904
15.24 45168 45968
15.26 45232 46032
15.28 45296 46096
15.3 45360 46160
15.32 45424 46224
15.34 45488 46288
15.36 45552 46352
15.38 45616 46416
15.4 45680 46480
15.42 45744 46544
15.44 45808 46608
15.46 45872 46672
15.48 45936 46736
15.5 46000 46800
15.52 46064 46864
15.54 46128 46928
15.56 46192 46992
15.58 46256 47056
15.6 46320 47120
15.62 46384 47184
15.64 46448 47248
15.66 46512 47312
15.68 46576 47376
15.7 46640 47440
15.72 46704 47504
15.74 46768 47568
15.76 46832 47632
15.78 46896 47696
15.8 46960 47760
15.82 47024 47824
15.84 47088 47888
15.86 47152 47952
15.88 47216 48016
15.9 47280 48080
15.92 47344 48144
15.94 47408 48208
15.96 47472 48272
15.98 47536 48336
16.0 47600 48400
16.02 47664 48464
16.04 47728 48528
16.06 47792 48592
16.08 47856 48656
16.1 47920 48720
16.12 47984 48784
16.14 48048 48848
16.16 48112 48912
16.18 48176 48976
16.2 48240 49040
16.22 48304 49104
16.24 48368 49168
16.26 48432 49232
16.28 48496 49296
16.3 48560 49360
16.32 48624 49424
16.34 48688 49488
16.36 48752 49552
16.38 48816 49616
16.4 48880 49680
16.42 48944 49744
16.44 49008 49808
16.46 49072 49872
16.48 49136 49936
16.5 49200 50000
16.52 49264 50064
16.54 49328 50128
16.56 49392 50192
16.58 49456 50256
16.6 49520 50320
16.62 49584 50384
16.64 49648 50448
16.66 49712 50512
16.68 49776 50576
16.7 49840 50640
16.72 49904 50704
16.74 49968 50768
16.76 50032 50832
16.78 50096 50896
16.8 50160 50960
16.82 50224 51024
16.84 50288 51088
16.86 50352 51152
16.88 50416 51216
16.9 50480 51280
16.92 50544 51344
16.94 50608 51408
16.96 50672 51472
16.98 50736 51536
17.0 50800 51600
17.02 50864 51664
17.04 50928 51728
17.06 50992 51792
17.08 51056 51856
17.1 51120 51920
17.12 51184 51984
17.14 51248 52048
17.16 51312 52112
17.18 51376 52176
17.2 51440 52240
17.22 51504 52304
17.24 51568 52368
17.26 51632 52432
17.28 51696 52496
17.3 51760 52560
17.32 51824 52624
17.34 51888 52688
17.36 51952 52752
17.38 52016 52816
17.4 52080 52880
17.42 52144 52944
17.44 52208 53008
17.46 52272 53072
17.48 52336 53136
17.5 52400 53200
17.52 52464 53264
17.54 52528 53328
17.56 52592 53392
17.58 52656 53456
17.6 52720 53520
17.62 52784 53584
17.64 52848 53648
17.66 52912 53712
17.68 52976 53776
17.7 53040 53840
17.72 53104 53904
17.74 53168 53968
17.76 53232 54032
17.78 53296 54096
17.8 53360 54160
17.82 53424 54224
17.84 53488 54288
17.86 53552 54352
17.88 53616 54416
17.9 53680 54480
17.92 53744 54544
17.94 53808 54608
17.96 53872 54672
17.98 53936 54736
18.0 54000 54800
18.02 54064 54864
18.04 54128 54928
18.06 54192 54992
18.08 54256 55056
18.1 54320 55120
18.12 54384 55184
18.14 54448 55248
18.16 54512 55312
18.18 54576 55376
18.2 54640 55440
18.22 54704 55504
18.24 54768 55568
18.26 54832 55632
18.28 54896 55696
18.3 54960 55760
18.32 55024 55824
18.34 55088 55888
18.36 55152 55952
18.38 55216 56016
18.4 55280 56080
18.42 55344 56144
18.44 55408 56208
18.46 55472 56272
18.48 55536 56336
18.5 55600 56400
18.52 55664 56464
18.54 55728 56528
18.56 55792 56592
18.58 55856 56656
18.6 55920 56720
18.62 55984 56784
18.64 56048 56848
18.66 56112 56912
18.68 56176 56976
18.7 56240 57040
18.72 56304 57104
18.74 56368 57168
18.76 56432 57232
18.78 56496 57296
18.8 56560 57360
18.82 56624 57424
18.84 56688 57488
18.86 56752 57552
18.88 56816 57616
18.9 56880 57680
18.92 56944 57744
18.94 57008 57808
18.96 57072 57872
18.98 57136 57936
19.0 57200 58000
19.02 57264 58064
19.04 57328 58128
19.06 57392 58192
19.08 57456 58256
19.1 57520 58320
19.12 57584 58384
19.14 57648 58448
19.16 57712 58512
19.18 57776 58576
19.2 57840 58640
19.22 57904 58704
19.24 57968 58768
19.26 58032 58832
19.28 58096 58896
19.3 58160 58960
19.32 58224 59024
19.34 58288 59088
19.36 58352 59152
19.38 58416 59216
19.4 58480 59280
19.42 58544 59344
19.44 58608 59408
19.46 58672 59472
19.48 58736 59536
19.5 58800 59600
19.52 58864 59664
19.54 58928 59728
19.56 58992 59792
19.58 59056 59856
19.6 59120 59920
19.62 59184 59984
19.64 59248 60048
19.66 59312 60112
19.68 59376 60176
19.7 59440 60240
19.72 59504 60304
19.74 59568 60368
19.76 59632 60432
19.78 59696 60496
19.8 59760 60560
19.82 59824 60624
19.84 59888 60688
19.86 59952 60752
19.88 60016 60816
19.9 60080 60880
19.92 60144 60944
19.94 60208 61008
19.96 60272 61072
19.98 60336 61136
20.0 60400 61200
20.02 60464 61264
20.04 60528 61328
20.06 60592 61392
20.08 60656 61456
20.1 60720 61520
20.12 60784 61584
20.14 60848 61648
20.16 60912 61712
20.18 60976 61776
20.2 61040 61840
20.22 61104 61904
20.24 61168 61968
20.26 61232 62032
20.28 61296 62096
20.3 61360 62160
20.32 61424 62224
20.34 61488 62288
20.36 61552 62352
20.38 61616 62416
20.4 61680 62480
20.42 61744 62544
20.44 61808 62608
20.46 61872 62672
20.48 61936 62736
20.5 62000 62800
20.52 62064 62864
20.54 62128 62928
20.56 62192 62992
20.58 62256 63056
20.6 62320 63120
20.62 62384 63184
20.64 62448 63248
20.66 62512 63312
20.68 62576 63376
20.7 62640 63440
20.72 62704 63504
20.74 62768 63568
20.76 62832 63632
20.78 62896 63696
20.8 62960 63760
20.82 63024 63824
20.84 63088 63888
20.86 63152 63952
20.88 63216 64016
20.9 63280 64080
20.92 63344 64144
20.94 63408 64208
20.96 63472 64272
20.98 63536 64336
21.0 63600 64400
21.02 63592 64408
21.04 63584 64416
21.06 63576 64424
21.08 63568 64432
21.1 63560 64440
21.12 63552 64448
21.14 63544 64456
21.16 63536 64464
21.18 63528 64472
21.2 63520 64480
21.22 63512 64488
21.24 63504 64496
21.26 63496 64504
21.28 63488 64512
21.3 63480 64520
21.32 63472 64528
21.34 63464 64536
21.36 63456 64544
21.38 63448 64552
21.4 63440 64560
21.42 63432 64568
21.44 63424 64576
21.46 63416 64584
21.48 63408 64592
21.5 63400 64600
21.52 63392 64608
21.54 63384 64616
21.56 63376 64624
21.58 63368 64632
21.6 63360 64640
21.62 63352 64648
21.64 63344 64656
21.66 63336 64664
21.68 63328 64672
21.7 63320 64680
21.72 63312 64688
21.74 63304 64696
21.76 63296 64704
21.78 63288 64712
21.8 63280 64720
21.82 63272 64728
21.84 63264 64736
21.86 63256 64744
21.88 63248 64752
21.9 63240 64760
21.92 63232 64768
21.94 63224 64776
21.96 63216 64784
21.98 63208 64792
22.0 63200 64800
22.02 63264 64864
22.04 63328 64928
22.06 63392 64992
22.08 63456 65056
22.1 63520 65120
22.12 63584 65184
22.14 63648 65248
22.16 63712 65312
22.18 63776 65376
22.2 63840 65440
22.22 63904 65504
22.24 63968 65568
22.26 64032 65632
22.28 64096 65696
22.3 64160 65760
22.32 64224 65824
22.34 64288 65888
22.36 64352 65952
22.38 64416 66016
22.4 64480 66080
22.42 64544 66144
22.44 64608 66208
22.46 64672 66272
22.48 64736 66336
22.5 64800 66400
22.52 64864 66464
22.54 64928 66528
22.56 64992 66592
22.58 65056 66656
22.6 65120 66720
22.62 65184 66784
22.64 65248 66848
22.66 65312 66912
22.68 65376 66976
22.7 65440 67040
22.72 65504 67104
22.74 65568 67168
22.76 65632 67232
22.78 65696 67296
22.8 65760 67360
22.82 65824 67424
22.84 65888 67488
22.86 65952 67552
22.88 66016 67616
22.9 66080 67680
22.92 66144 67744
22.94 66208 67808
22.96 66272 67872
22.98 66336 67936
23.0 66400 68000
23.02 66464 68064
23.04 66528 68128
23.06 66592 68192
23.08 66656 68256
23.1 66720 68320
23.12 66784 68384
23.14 66848 68448
23.16 66912 68512
23.18 66976 68576
23.2 67040 68640
23.22 67104 68704
23.24 67168 68768
23.26 67232 68832
23.28 67296 68896
23.3 67360 68960
23.32 67424 69024
23.34 67488 69088
23.36 67552 69152
23.38 67616 69216
23.4 67680 69280
23.42 67744 69344
23.44 67808 69408
23.46 67872 69472
23.48 67936 69536
23.5 68000 69600
23.52 68064 69664
23.54 68128 69728
23.56 68192 69792
23.58 68256 69856
23.6 68320 69920
23.62 68384 69984
23.64 68448 70048
23.66 68512 70112
23.68 68576 70176
23.7 68640 70240
23.72 68704 70304
23.74 68768 70368
23.76 68832 70432
23.78 68896 70496
23.8 68960 70560
23.82 69024 70624
23.84 69088 70688
23.86 69152 70752
23.88 69216 70816
23.9 69280 70880
23.92 69344 70944
23.94 69408 71008
23.96 69472 71072
23.98 69536 71136
24.0 69600 71200
24.02 69664 71264
24.04 69728 71328
24.06 69792 71392
24.08 69856 71456
24.1 69920 71520
24.12 69984 71584
24.14 70048 71648
24.16 70112 71712
24.18 70176 71776
24.2 70240 71840
24.22 70304 71904
24.24 70368 71968
24.26 70432 72032
24.28 70496 72096
24.3 70560 72160
24.32 70624 72224
24.34 70688 72288
24.36 70752 72352
24.38 70816 72416
24.4 70880 72480
24.42 70944 72544
24.44 71008 72608
24.46 71072 72672
24.48 71136 72736
24.5 71200 72800
24.52 71264 72864
24.54 71328 72928
24.56 71392 72992
24.58 71456 73056
24.6 71520 73120
24.62 71584 73184
24.64 71648 73248
24.66 71712 73312
24.68 71776 73376
24.7 71840 73440
24.72 71904 73504
24.74 71968 73568
24.76 72032 73632
24.78 72096 73696
24.8 72160 73760
24.82 72224 73824
24.84 72288 73888
24.86 72352 73952
24.88 72416 74016
24.9 72480 74080
24.92 72544 74144
24.94 72608 74208
24.96 72672 74272
24.98 72736 74336
25.0 72800 74400
25.02 72864 74464
25.04 72928 74528
25.06 72992 74592
25.08 73056 74656
25.1 73120 74720
25.12 73184 74784
25.14 73248 74848
25.16 73312 74912
25.18 73376 74976
25.2 73440 75040
25.22 73504 75104
25.24 73568 75168
25.26 73632 75232
25.28 73696 75296
25.3 73760 75360
25.32 73824 75424
25.34 73888 75488
25.36 73952 75552
25.38 74016 75616
25.4 74080 75680
25.42 74144 75744
25.44 74208 75808
25.46 74272 75872
25.48 74336 75936
25.5 74400 76000
25.52 74464 76064
25.54 74528 76128
25.56 74592 76192
25.58 74656 76256
25.6 74720 76320
25.62 74784 76384
25.64 74848 76448
25.66 74912 76512
25.68 74976 76576
25.7 75040 76640
25.72 75104 76704
25.74 75168 76768
25.76 75232 76832
25.78 75296 76896
25.8 75360 76960
25.82 75424 77024
25.84 75488 77088
25.86 75552 77152
25.88 75616 77216
25.9 75680 77280
25.92 75744 77344
25.94 75808 77408
25.96 75872 77472
25.98 75936 77536
26.0 76000 77600
26.02 76064 77664
26.04 76128 77728
26.06 76192 77792
26.08 76256 77856
26.1 76320 77920
26.12 76384 77984
26.14 76448 78048
26.16 76512 78112
26.18 76576 78176
26.2 76640 78240
26.22 76704 78304
26.24 76768 78368
26.26 76832 78432
26.28 76896 78496
26.3 76960 78560
26.32 77024 78624
26.34 77088 78688
26.36 77152 78752
26.38 77216 78816
26.4 77280 78880
26.42 77344 78944
26.44 77408 79008
26.46 77472 79072
26.48 77536 79136
26.5 77600 79200
26.52 77664 79264
26.54 77728 79328
26.56 77792 79392
26.58 77856 79456
26.6 77920 79520
26.62 77984 79584
26.64 78048 79648
26.66 78112 79712
26.68 78176 79776
26.7 78240 79840
26.72 78304 79904
26.74 78368 79968
26.76 78432 80032
26.78 78496 80096
26.8 78560 80160
26.82 78624 80224
26.84 78688 80288
26.86 78752 80352
26.88 78816 80416
26.9 78880 80480
26.92 78944 80544
26.94 79008 80608
26.96 79072 80672
26.98 79136 80736
27.0 79200 80800
27.02 79264 80864
27.04 79328 80928
27.06 79392 80992
27.08 79456 81056
27.1 79520 81120
27.12 79584 81184
27.14 79648 81248
27.16 79712 81312
27.18 79776 81376
27.2 79840 81440
27.22 79904 81504
27.24 79968 81568
27.26 80032 81632
27.28 80096 81696
27.3 80160 81760
27.32 80224 81824
27.34 80288 81888
27.36 80352 81952
27.38 80416 82016
27.4 80480 82080
27.42 80544 82144
27.44 80608 82208
27.46 80672 82272
27.48 80736 82336
27.5 80800 82400
27.52 80864 82464
27.54 80928 82528
27.56 80992 82592
27.58 81056 82656
27.6 81120 82720
27.62 81184 82784
27.64 81248 82848
27.66 81312 82912
27.68 81376 82976
27.7 81440 83040
27.72 81504 83104
27.74 81568 83168
27.76 81632 83232
27.78 81696 83296
27.8 81760 83360
27.82 81824 83424
27.84 81888 83488
27.86 81952 83552
27.88 82016 83616
27.9 82080 83680
27.92 82144 83744
27.94 82208 83808
27.96 82272 83872
27.98 82336 83936
